RSSI,IOT,MCS,CQI,RSRP,RSRQ,BW_Utilization (%),RB_Allocation,UE_Status,QoS_Class,Beamforming,Traffic_Load (kbps),Latency (ms),Backhaul_Status,Mobility,Frequency_Layer,Network_Slice,Handover_Metrics (ms),Retransmission_Rate (%),NFV_Status,Physical_Cell_ID,Active_Features,Energy_Consumption (Watts),UE_Demand (kbps),Current_Resource_Allocation (%),Channel_Conditions
-88,-38,4,9,-136,-16,100,108,idle,5,36,11824,51,0,high-speed,sub-6 GHz,3,62,9.020908974,0,477,None,472,12092,66.53212124,1
-118,-79,24,7,-111,-19,97.46150797,253,idle,3,25,4722,93,0,stationary,sub-6 GHz,4,447,10.36849234,0,312,MIMO,245,11820,97.89476375,7
-80,-15,24,12,-125,-19,56.34871571,227,connected,0,53,11308,44,1,high-speed,millimeter wave,0,57,8.23894431,0,185,MIMO,35,12947,62.43532938,6
-85,-77,7,11,-75,-7,100,72,connected,0,24,7195,52,1,stationary,millimeter wave,0,29,13.73956615,1,265,carrier aggregation,12,10275,68.14305791,5
-113,-21,28,7,-97,-18,30.48237,220,connected,3,21,6363,23,0,stationary,millimeter wave,0,235,21.60148029,1,451,None,257,6337,6.552800324,5
-116,-36,15,4,-111,-7,98.81145945,170,idle,5,1,11034,44,0,stationary,sub-6 GHz,1,172,12.66954283,1,168,carrier aggregation,470,13347,72.21313082,4
-105,-85,20,5,-121,-8,94.88099266,137,connected,2,40,3125,27,0,high-speed,millimeter wave,3,70,13.05364237,1,434,MIMO,20,6518,4.885930646,3
-100,-1,21,14,-82,-16,39.72476752,265,idle,3,4,6687,83,1,high-speed,sub-6 GHz,1,485,14.62428745,1,220,None,150,4686,67.21840705,9
-96,-44,13,2,-124,-12,97.42325779,260,connected,5,6,12877,91,0,high-speed,millimeter wave,2,267,7.191412643,0,47,MIMO,2,7336,52.32473933,7
-108,-51,24,13,-113,-6,85.63855487,56,idle,8,16,9275,64,1,high-speed,sub-6 GHz,1,3,20.27144673,1,37,None,80,11349,20.71837191,5
-87,-32,27,13,-96,-4,49.14969915,234,connected,9,58,8451,82,1,stationary,sub-6 GHz,4,445,12.44657627,0,96,MIMO,33,5857,82.25768442,4
-73,-58,25,3,-75,-5,99.14406094,68,connected,0,19,8223,63,1,high-speed,sub-6 GHz,0,167,18.10302558,0,448,MIMO,272,5833,84.48129356,1
-93,-3,5,5,-106,-13,52.87247512,25,connected,3,45,9870,18,1,high-speed,sub-6 GHz,3,365,21.05766467,0,437,MIMO,306,9106,7.604270768,4
-117,-6,13,10,-102,-10,59.67204223,252,connected,7,45,10021,121,0,high-speed,sub-6 GHz,4,150,7.93836273,1,404,carrier aggregation,76,10720,55.44569617,6
-115,-65,28,1,-79,-4,73.79348903,54,connected,6,51,12737,102,0,high-speed,sub-6 GHz,0,213,22.02299138,0,157,carrier aggregation,83,4678,99.08476133,2
-81,-74,2,12,-89,-17,39.12509499,139,connected,8,54,8234,55,1,high-speed,millimeter wave,3,278,8.42275323,1,112,None,104,10839,51.2786462,9
-81,-1,28,11,-80,-5,39.78519843,25,connected,6,25,11347,117,1,high-speed,millimeter wave,3,16,7.609477411,0,13,carrier aggregation,297,6947,9.227633127,2
-94,-97,8,8,-103,-7,72.15273603,134,idle,1,19,9899,53,1,high-speed,millimeter wave,2,78,9.520421315,0,98,carrier aggregation,347,9484,3.20802048,9
-112,-93,13,1,-95,-15,23.73179248,95,idle,9,47,15428,32,0,high-speed,sub-6 GHz,4,117,3.011492288,1,222,MIMO,184,5249,85.63770422,4
-90,-27,16,8,-80,-18,57.80205152,142,connected,1,63,13202,56,0,stationary,millimeter wave,1,251,12.51153449,1,338,MIMO,495,6374,99.66885425,7
-83,-5,10,12,-102,-6,49.48866977,137,idle,1,25,13143,97,0,stationary,sub-6 GHz,0,187,18.44108313,1,360,None,160,7192,68.98249974,3
-100,-60,2,11,-106,-12,31.03496225,261,connected,0,45,4112,114,0,stationary,sub-6 GHz,0,115,11.73114789,0,233,None,176,4668,18.13673776,7
-107,-93,8,5,-135,-20,23.70859319,195,idle,9,50,8641,67,0,high-speed,millimeter wave,3,228,18.64429078,0,312,carrier aggregation,356,8582,42.52889856,7
-92,-80,28,8,-83,-14,24.36359107,219,connected,1,46,15023,95,0,stationary,millimeter wave,0,275,19.83076192,0,280,None,436,3186,44.23008235,4
-110,-64,24,14,-115,-7,43.44488918,37,connected,0,58,7562,108,0,high-speed,millimeter wave,2,207,7.361660435,1,188,carrier aggregation,411,12823,88.9212189,6
-85,-9,29,12,-97,-12,100,140,connected,0,41,4255,53,0,high-speed,sub-6 GHz,1,425,18.96230803,0,444,None,148,8510,54.33256415,7
-83,-84,28,14,-78,-7,100,136,connected,6,9,10386,26,0,stationary,sub-6 GHz,2,0,17.17207547,0,176,None,403,11223,32.7678903,4
-86,-68,6,2,-109,-18,35.81919647,240,connected,1,16,13641,74,0,stationary,sub-6 GHz,3,324,16.94052978,1,275,carrier aggregation,41,11005,26.90617082,6
-98,-88,8,13,-77,-4,37.04111697,191,idle,4,24,10539,60,0,stationary,sub-6 GHz,4,16,11.18315184,0,322,carrier aggregation,165,11810,40.53011121,9
-74,-46,11,0,-125,-11,100,224,handover,6,30,10690,28,1,stationary,millimeter wave,4,425,20.11138422,1,319,None,268,5850,87.89245911,9
-109,-70,24,13,-94,-8,21.61351023,143,idle,2,9,5849,86,0,stationary,sub-6 GHz,1,322,18.12007987,1,361,None,52,7657,45.07087494,10
-108,-9,10,5,-109,-4,70.68463184,251,idle,7,36,11824,64,1,stationary,millimeter wave,3,125,5.374582624,1,112,carrier aggregation,461,10826,49.5016628,9
-108,-95,1,15,-130,-6,85.30504871,82,connected,9,59,4901,43,1,stationary,sub-6 GHz,4,89,12.91023585,1,381,carrier aggregation,155,9519,46.88486423,2
-90,-8,22,13,-110,-14,25.97929619,210,idle,9,50,9914,27,1,stationary,millimeter wave,4,427,12.63433483,1,145,carrier aggregation,255,10270,27.7248753,8
-81,-54,23,9,-121,-16,100,173,connected,4,6,4742,50,0,stationary,sub-6 GHz,3,478,14.47308046,0,188,MIMO,489,4353,66.4813324,6
-118,-100,28,1,-133,-6,36.68095718,57,connected,3,47,6495,104,1,stationary,sub-6 GHz,1,271,5.371674376,0,311,carrier aggregation,279,9852,20.43739532,6
-72,-25,0,8,-79,-19,100,157,connected,4,16,7124,61,1,high-speed,millimeter wave,1,248,5.736572408,0,181,carrier aggregation,51,7058,17.3506585,2
-110,-18,24,15,-96,-17,45.76977437,160,connected,7,59,11984,30,1,stationary,millimeter wave,0,170,17.41445478,1,475,carrier aggregation,375,10927,39.68161018,2
-114,-98,21,13,-108,-13,9.449555502,152,connected,2,0,12445,82,1,high-speed,millimeter wave,0,242,4.510324516,0,233,carrier aggregation,456,12632,32.58194898,1
-107,-22,12,10,-122,-8,51.94254077,237,handover,9,50,6968,11,0,high-speed,millimeter wave,0,62,18.96151361,0,423,None,335,10348,68.96041519,7
-91,-29,15,14,-139,-19,38.52961561,20,connected,5,46,5193,82,1,stationary,millimeter wave,2,156,14.86352234,0,17,carrier aggregation,232,8298,16.27037716,7
-83,-98,31,11,-112,-18,87.71773555,59,connected,2,33,11088,106,1,high-speed,sub-6 GHz,4,279,3.940648352,0,489,None,237,13166,0.279190516,9
-101,-35,11,13,-107,-7,82.96990101,129,connected,9,33,11133,37,1,stationary,sub-6 GHz,0,171,22.60666943,1,146,MIMO,115,13596,56.01802112,3
-79,-26,30,7,-77,-13,83.74932402,239,connected,5,0,5894,51,1,stationary,millimeter wave,4,169,8.406471944,0,258,carrier aggregation,409,12383,92.2068354,9
-76,-35,5,0,-130,-20,90.10360255,131,connected,4,26,6059,65,1,stationary,millimeter wave,3,162,12.72237794,1,395,carrier aggregation,163,5921,8.397776159,8
-98,-12,9,12,-122,-12,57.70742713,102,idle,1,22,12475,88,0,stationary,millimeter wave,1,468,8.123116646,0,225,MIMO,469,7572,97.08618142,5
-102,-77,30,2,-119,-6,44.91420397,237,connected,5,10,15170,73,0,stationary,sub-6 GHz,1,412,12.65673939,1,158,MIMO,185,13383,33.2487066,4
-93,-85,10,8,-114,-16,97.12056863,122,connected,6,8,6630,117,1,high-speed,millimeter wave,4,194,13.57869357,1,464,carrier aggregation,400,10605,31.70209221,2
-98,-84,9,3,-104,-16,83.66777343,6,connected,4,24,7360,27,0,stationary,millimeter wave,0,293,13.53229265,1,100,carrier aggregation,491,10474,8.561553992,2
-120,-1,9,12,-120,-11,17.99368901,243,connected,9,31,8316,35,0,high-speed,sub-6 GHz,4,28,14.9686305,1,220,None,194,14123,82.80397469,3
-73,-36,21,15,-90,-12,85.71671391,151,handover,2,36,8920,46,0,stationary,millimeter wave,3,290,8.138051118,0,41,MIMO,121,7680,92.382025,7
-104,-49,11,15,-105,-9,59.84683652,218,handover,5,22,8904,90,0,stationary,sub-6 GHz,0,76,15.12966876,0,191,carrier aggregation,50,3972,33.05816743,8
-116,-69,4,7,-115,-13,83.13814702,238,connected,8,57,5068,38,1,stationary,millimeter wave,2,347,14.59403058,1,60,MIMO,219,7218,54.51717213,2
-91,-3,31,9,-101,-4,97.35269047,4,connected,0,59,8349,84,0,stationary,millimeter wave,2,172,22.585459,0,292,MIMO,179,7079,2.594812669,8
-108,-14,4,6,-111,-12,80.28314045,54,connected,3,54,13676,40,0,high-speed,millimeter wave,1,337,17.64682887,0,59,None,78,10700,90.8231323,9
-116,-35,4,9,-139,-4,88.72928161,147,connected,6,45,8523,48,1,stationary,sub-6 GHz,0,294,1.327013137,0,19,None,276,9166,1.775801012,9
-102,-13,20,13,-104,-19,98.01594546,189,handover,5,0,5822,105,0,stationary,millimeter wave,0,379,11.48066903,1,220,MIMO,35,12343,82.94706942,6
-88,-66,15,6,-95,-9,9.885735195,17,handover,2,51,7410,82,1,stationary,sub-6 GHz,3,454,20.10896814,1,15,MIMO,202,6430,62.09247987,1
-91,-74,10,11,-102,-10,80.81794295,28,connected,0,24,11921,68,0,stationary,sub-6 GHz,3,290,11.20026187,0,255,carrier aggregation,98,12527,23.6794351,7
-118,-45,28,6,-78,-7,24.60184871,30,connected,5,60,12090,12,0,high-speed,millimeter wave,0,96,17.21013743,0,194,carrier aggregation,261,11241,44.96728461,5
-112,-52,6,5,-89,-5,34.9404003,157,connected,4,33,2940,97,1,stationary,sub-6 GHz,1,22,17.760361,0,420,None,406,9895,29.12239434,7
-88,-98,26,13,-112,-14,16.94037552,212,connected,1,56,12726,39,0,stationary,millimeter wave,1,48,8.899511792,1,469,None,476,9435,1.252300927,3
-115,-99,16,3,-84,-5,53.61493386,188,connected,2,21,11177,114,1,stationary,millimeter wave,3,354,2.109066757,1,503,None,161,4736,42.59363473,6
-102,-54,12,8,-79,-18,100,130,idle,1,42,6062,22,0,stationary,sub-6 GHz,1,202,10.63838559,0,495,None,150,5437,57.37655181,3
-78,-12,0,1,-115,-14,7.721782409,30,connected,9,49,14274,83,1,high-speed,millimeter wave,4,135,21.48311593,0,85,carrier aggregation,225,10490,90.47572472,7
-89,-78,9,4,-132,-4,41.72426705,237,connected,4,8,12124,116,1,high-speed,sub-6 GHz,4,379,20.46736989,0,195,carrier aggregation,206,6444,2.741139905,3
-87,-52,2,9,-115,-10,18.39583788,118,connected,4,50,11528,31,0,high-speed,sub-6 GHz,3,222,23.46723385,1,343,MIMO,360,13637,34.52374594,9
-83,-35,12,13,-114,-15,87.7387405,201,connected,6,32,7196,60,0,high-speed,sub-6 GHz,0,83,21.22315053,1,132,None,179,5933,31.4344134,5
-102,-60,23,2,-136,-18,26.43036371,16,connected,9,23,4708,36,0,stationary,sub-6 GHz,0,378,5.905083829,1,101,None,128,13912,47.04524061,2
-96,-98,8,2,-109,-4,100,137,connected,8,58,6328,16,0,high-speed,sub-6 GHz,0,475,15.41018463,1,442,carrier aggregation,460,9515,47.98238577,6
-109,-20,2,1,-81,-18,31.56417566,242,connected,8,40,12546,41,0,high-speed,millimeter wave,2,394,3.194162811,0,211,MIMO,404,9894,62.01016253,7
-90,-68,25,10,-101,-20,42.65213993,170,connected,0,29,6039,56,1,high-speed,millimeter wave,1,46,16.45574881,0,380,MIMO,309,3535,39.95439034,2
-100,-58,30,14,-72,-13,14.68946473,266,idle,3,55,10517,33,1,high-speed,millimeter wave,0,328,20.05108825,0,437,None,218,11374,15.05066527,1
-99,-12,31,10,-96,-10,79.47008567,47,connected,6,50,13002,77,0,stationary,millimeter wave,3,405,22.77662111,1,406,MIMO,208,7947,55.94397672,1
-115,-53,28,10,-79,-16,87.77267099,248,handover,2,24,6372,51,1,high-speed,sub-6 GHz,2,410,11.13218458,1,280,MIMO,57,10615,51.66924728,9
-93,-12,8,9,-131,-9,75.2361241,114,connected,4,44,9751,81,0,high-speed,millimeter wave,4,92,17.04612072,1,300,MIMO,183,7633,62.78602462,9
-94,-17,5,11,-116,-16,39.79023584,68,handover,8,52,6338,62,1,stationary,sub-6 GHz,2,163,21.15199758,1,445,MIMO,263,10295,91.42030334,4
-90,-21,2,5,-122,-20,35.54324697,40,connected,2,59,11344,87,0,stationary,sub-6 GHz,0,207,6.364321067,1,171,None,403,14442,93.01482015,9
-87,-37,11,7,-118,-11,100,271,connected,7,32,5093,55,0,stationary,millimeter wave,4,214,18.47596771,0,112,None,35,6045,36.39557553,1
-88,-29,16,9,-124,-10,65.47974652,248,connected,4,27,4793,62,1,high-speed,sub-6 GHz,3,93,6.702494313,0,293,carrier aggregation,371,8189,60.23553007,6
-98,-30,6,14,-130,-20,35.59984083,121,connected,7,22,4718,58,0,high-speed,millimeter wave,4,432,14.48893686,0,231,None,432,11386,1.262656882,1
-101,-5,12,1,-94,-8,24.54971064,135,connected,3,61,10100,12,0,high-speed,sub-6 GHz,3,324,11.93004527,0,262,carrier aggregation,212,6314,63.57079207,2
-87,-59,24,15,-95,-16,88.02541328,136,connected,2,45,4513,126,1,high-speed,millimeter wave,3,246,13.18819569,0,246,carrier aggregation,163,13099,28.46042565,2
-106,-42,27,14,-114,-8,81.71273588,226,connected,6,40,11889,44,0,stationary,millimeter wave,2,480,8.73771259,0,448,carrier aggregation,275,8356,84.90371403,10
-72,-98,20,6,-81,-13,30.97741396,147,connected,1,32,11988,22,0,stationary,millimeter wave,2,62,21.68984751,0,447,carrier aggregation,416,6769,73.07896682,3
-112,-45,23,10,-82,-10,2.547604818,208,handover,0,48,9601,44,1,stationary,millimeter wave,1,138,5.801886338,1,220,None,39,7559,44.76085415,3
-99,-51,2,3,-88,-13,21.45543475,174,connected,5,31,14252,81,1,stationary,sub-6 GHz,4,127,10.16858214,1,427,carrier aggregation,243,12324,46.78483483,4
-99,-88,7,9,-85,-9,33.67397797,77,handover,5,30,5852,85,0,high-speed,sub-6 GHz,3,168,4.530924632,0,207,carrier aggregation,229,2792,79.10329997,1
-120,-34,2,1,-108,-13,29.3138439,121,connected,8,43,12468,38,0,stationary,sub-6 GHz,3,390,16.96292694,0,392,carrier aggregation,457,8900,98.6668288,5
-120,-76,21,12,-81,-17,69.77895384,170,connected,4,6,12385,115,1,stationary,sub-6 GHz,2,290,20.16856272,1,138,MIMO,193,12012,10.65164167,6
-88,-77,11,2,-93,-12,68.70157528,236,connected,1,16,7534,108,1,stationary,sub-6 GHz,4,395,3.303969487,1,235,MIMO,234,9820,36.98715049,8
-88,-4,11,14,-87,-16,98.31301105,133,connected,1,20,12057,27,1,high-speed,millimeter wave,2,467,18.59615649,1,331,None,6,6834,4.046869994,9
-108,-14,29,9,-92,-5,49.04400979,183,connected,7,36,6622,84,0,high-speed,millimeter wave,0,325,18.43258457,0,3,MIMO,140,9231,69.08488883,9
-92,-99,9,5,-108,-17,81.86848573,158,connected,8,32,5953,63,0,high-speed,sub-6 GHz,1,123,8.452029131,1,169,None,278,8160,26.73857567,10
-106,-7,31,14,-102,-5,82.82793217,78,connected,2,15,7855,50,1,high-speed,sub-6 GHz,1,420,24.00070891,1,236,None,136,9853,94.95610277,2
-103,-80,16,10,-115,-5,76.35272144,124,connected,9,55,11625,25,0,high-speed,sub-6 GHz,3,5,6.658698635,0,258,None,1,6015,17.16892269,9
-118,-65,22,5,-87,-16,20.2144833,132,connected,2,38,11568,103,1,stationary,sub-6 GHz,0,154,2.649369818,1,374,carrier aggregation,117,10381,53.23274041,2
-111,-20,28,9,-84,-10,60.63050184,137,connected,4,38,10319,47,1,stationary,millimeter wave,0,342,23.70545963,1,483,carrier aggregation,492,9604,7.596826951,6
-93,-50,7,9,-117,-16,65.95114956,269,connected,1,44,10003,109,1,high-speed,sub-6 GHz,2,194,14.9710401,1,62,None,390,11504,84.25373475,8
-74,-97,6,8,-112,-15,90.10667451,185,connected,5,33,9077,103,0,high-speed,millimeter wave,1,258,14.03988598,1,336,MIMO,15,7267,36.1859326,4
-108,-35,12,5,-85,-9,55.98502978,136,connected,8,54,12085,105,0,high-speed,millimeter wave,4,426,19.23182667,0,59,carrier aggregation,290,9617,51.49827401,9
-114,-72,0,5,-106,-20,53.39422862,184,connected,8,28,9199,108,1,high-speed,millimeter wave,1,316,1.720470605,1,302,None,246,11013,10.10236121,5
-103,-43,27,6,-134,-14,84.31509167,111,idle,6,15,5541,51,0,stationary,millimeter wave,4,43,1.139100874,0,245,MIMO,423,12305,62.2476707,6
-99,-73,4,10,-75,-5,53.05940029,112,handover,3,42,10023,117,1,stationary,millimeter wave,4,184,19.80906708,1,74,None,180,7265,1.375384573,6
-99,-95,12,12,-80,-18,70.55143198,10,connected,2,19,6173,49,0,high-speed,millimeter wave,0,393,21.19131607,0,241,MIMO,450,5681,93.88519085,7
-109,-53,5,4,-118,-7,33.21657118,200,idle,2,3,7496,58,0,high-speed,millimeter wave,4,368,12.85653971,0,33,carrier aggregation,390,11201,84.51540841,10
-111,-19,28,5,-105,-15,25.63006518,97,connected,3,27,8231,38,1,stationary,sub-6 GHz,1,194,15.19292521,0,56,None,184,7347,25.65890178,1
-96,-23,18,8,-132,-15,23.32301621,158,idle,6,58,13471,112,0,high-speed,sub-6 GHz,4,66,21.27862529,0,252,None,216,6314,99.10829605,1
-103,-7,0,2,-93,-17,69.64033534,122,connected,7,29,3668,40,0,stationary,sub-6 GHz,2,374,20.60946002,0,365,MIMO,258,3374,74.88192564,3
-73,-26,21,10,-133,-10,48.89498313,181,connected,1,18,11570,56,1,high-speed,sub-6 GHz,2,36,4.58472192,1,138,None,445,10888,76.72625465,8
-86,-6,14,0,-76,-9,86.11231667,110,connected,4,34,4373,27,1,high-speed,millimeter wave,0,381,8.639149963,1,472,MIMO,490,14353,65.6902885,3
-105,-73,14,15,-76,-19,28.66867128,177,connected,9,23,8372,24,0,high-speed,millimeter wave,4,489,14.40553071,0,42,carrier aggregation,385,6830,12.71217248,0
-119,-25,14,2,-122,-8,81.65284386,123,connected,6,62,13537,59,0,stationary,sub-6 GHz,0,366,21.0784125,1,204,None,375,8639,80.13166051,8
-90,-21,12,11,-132,-12,67.48134903,161,connected,3,56,5459,77,1,high-speed,sub-6 GHz,0,286,3.814288067,1,63,carrier aggregation,163,4697,68.33980938,10
-90,-88,2,12,-101,-17,85.03479668,165,connected,2,12,8299,18,0,high-speed,sub-6 GHz,0,429,18.66330085,0,487,MIMO,166,5365,33.97632749,1
-97,-90,2,8,-73,-7,39.85013815,239,connected,3,35,6876,46,1,stationary,sub-6 GHz,4,210,11.00866188,1,420,MIMO,220,14189,52.93436346,3
-107,-15,16,3,-79,-10,25.37539861,170,connected,7,60,7445,22,1,stationary,sub-6 GHz,3,221,9.563266635,0,213,carrier aggregation,60,8313,34.47672418,1
-108,-28,11,15,-118,-19,100,14,connected,9,46,14184,90,0,stationary,sub-6 GHz,1,397,1.516861842,0,217,None,174,8446,31.73440073,6
-107,-46,5,11,-99,-17,89.59525325,56,connected,2,40,4672,111,0,stationary,millimeter wave,2,9,8.45942368,1,312,None,18,11295,79.66613942,6
-91,-43,10,4,-94,-7,35.18580174,194,connected,8,4,6781,24,1,high-speed,millimeter wave,3,107,19.04205646,0,279,carrier aggregation,428,9900,9.794038164,8
-109,-51,27,3,-124,-20,16.0377897,21,connected,0,11,8763,24,0,stationary,sub-6 GHz,1,87,8.697593963,0,81,MIMO,85,12634,47.7391481,8
-76,-39,13,7,-136,-7,27.62419009,264,connected,7,15,8814,16,0,high-speed,millimeter wave,3,386,12.56649045,0,60,carrier aggregation,213,9948,10.08060061,10
-72,-8,14,14,-95,-17,81.14774107,26,connected,6,19,11714,43,1,high-speed,sub-6 GHz,1,295,14.17439172,0,71,MIMO,314,9077,14.53489296,1
-97,-80,9,2,-120,-14,92.57938667,116,connected,0,26,8866,123,1,high-speed,sub-6 GHz,3,79,14.17567024,0,282,carrier aggregation,311,5131,69.75790914,7
-75,-44,25,14,-71,-7,38.94407253,7,connected,3,34,12816,93,0,high-speed,millimeter wave,4,88,14.34217822,0,84,carrier aggregation,148,4699,8.240017839,7
-111,-73,12,2,-126,-9,99.18586024,40,handover,7,8,5997,50,1,high-speed,sub-6 GHz,2,59,3.432485149,1,9,carrier aggregation,26,12079,41.56549209,9
-87,-41,29,4,-131,-5,72.7734942,97,connected,5,1,9953,123,0,high-speed,sub-6 GHz,0,6,14.88531837,0,337,MIMO,386,11767,25.72436305,7
-83,-11,0,6,-79,-16,78.5971578,216,handover,1,13,2493,28,1,high-speed,millimeter wave,1,228,17.59912667,1,160,None,467,5144,25.47862917,9
-120,-89,20,12,-102,-4,83.85188935,47,connected,5,37,11562,73,0,high-speed,sub-6 GHz,3,150,19.99626073,1,323,None,361,9033,35.03433741,5
-99,-2,6,6,-112,-10,26.96281563,157,connected,0,22,11780,104,1,stationary,millimeter wave,3,484,11.12396091,1,384,carrier aggregation,309,13193,62.9292681,1
-100,-59,21,8,-96,-14,62.2850839,113,connected,8,18,8115,35,1,high-speed,millimeter wave,1,475,4.624302837,1,156,None,180,9932,74.66680051,3
-111,-99,12,6,-124,-11,64.40517042,222,idle,0,57,7148,48,0,high-speed,sub-6 GHz,1,267,19.43934119,1,50,carrier aggregation,17,12059,34.61963174,10
-104,-33,16,10,-121,-17,77.16517421,126,connected,5,26,5403,35,0,high-speed,millimeter wave,0,89,13.33404121,1,58,None,374,9853,99.40377237,10
-85,-38,27,7,-133,-15,50.29389784,257,connected,1,58,12177,43,1,stationary,sub-6 GHz,0,323,14.5881152,1,251,MIMO,213,5912,59.39474843,3
-84,-78,1,8,-79,-8,36.56949526,25,connected,8,23,10523,99,0,stationary,sub-6 GHz,0,81,20.62405234,0,23,MIMO,106,10702,52.34525879,6
-101,-70,31,3,-92,-12,13.93142651,206,connected,7,15,8743,68,0,stationary,millimeter wave,1,16,11.52824106,0,294,None,73,11370,56.88642061,3
-84,-96,25,6,-95,-18,49.37310363,249,connected,0,5,11201,44,0,high-speed,sub-6 GHz,1,388,18.84469476,0,166,None,425,10614,34.91672543,8
-89,-92,22,5,-124,-16,56.34604688,25,idle,2,0,5100,97,0,high-speed,sub-6 GHz,2,424,11.7045873,0,344,None,498,4465,13.39985679,7
-101,-46,28,11,-97,-17,96.24207874,173,connected,3,59,6747,58,0,stationary,millimeter wave,4,352,17.9174821,1,87,None,64,10128,65.16542743,10
-103,-60,28,9,-94,-4,77.39812569,272,handover,7,46,12009,86,1,high-speed,millimeter wave,0,193,14.4801303,0,269,carrier aggregation,38,6662,3.297442318,4
-113,-8,11,6,-76,-17,100,237,connected,2,31,8350,80,1,high-speed,millimeter wave,3,32,11.77537683,0,25,carrier aggregation,309,13572,92.36440814,4
-119,-60,3,11,-129,-14,94.50612592,221,idle,7,58,14465,65,0,high-speed,millimeter wave,3,383,9.797231361,1,212,MIMO,194,8907,76.37461969,9
-117,-19,5,14,-139,-5,45.08135353,139,connected,4,39,14383,8,0,stationary,millimeter wave,3,334,11.98760637,0,9,None,488,12927,18.76423141,4
-109,-56,6,12,-83,-11,50.9008846,101,connected,1,30,3852,64,1,high-speed,millimeter wave,1,22,4.827689574,0,151,MIMO,159,10586,51.36534721,9
-81,-63,27,14,-91,-12,82.64188313,146,connected,5,33,5696,48,0,stationary,sub-6 GHz,0,243,14.33949404,1,370,MIMO,235,9845,7.204729656,7
-94,-43,26,8,-138,-19,61.43135512,143,connected,1,5,12002,62,0,stationary,millimeter wave,0,465,16.27322806,0,151,None,180,10613,22.62786636,9
-84,-27,14,8,-121,-6,97.74277552,176,connected,7,0,7221,71,0,stationary,millimeter wave,1,287,16.14073783,1,133,MIMO,485,3406,80.919985,5
-84,-99,8,7,-122,-7,84.14358884,101,connected,9,9,11338,35,1,high-speed,millimeter wave,3,13,11.75712958,1,75,carrier aggregation,23,5020,84.26313841,8
-95,-71,4,7,-107,-17,86.15422147,220,connected,2,1,7166,50,0,stationary,millimeter wave,0,350,6.709608889,1,441,MIMO,281,9187,8.682999568,2
-85,-51,6,11,-121,-18,69.91414381,247,connected,0,51,11529,109,1,high-speed,sub-6 GHz,2,116,5.130714897,1,384,carrier aggregation,393,13737,76.49690608,7
-96,-83,25,1,-132,-6,100,72,connected,6,63,11415,34,1,stationary,sub-6 GHz,0,178,1.715691485,0,251,carrier aggregation,150,8541,11.79840978,3
-103,-57,22,7,-132,-14,57.39598888,182,handover,8,41,6346,25,0,stationary,sub-6 GHz,2,151,17.47434468,1,329,MIMO,431,4020,35.8842779,1
-96,-64,7,13,-136,-12,44.43991657,121,connected,9,5,5517,50,1,high-speed,millimeter wave,3,75,7.839574252,0,383,MIMO,98,7984,6.089973085,5
-76,-70,9,0,-88,-14,98.31447122,116,connected,5,30,8817,58,1,stationary,sub-6 GHz,1,66,3.58130232,1,262,carrier aggregation,146,8655,91.28381459,7
-80,-41,4,14,-110,-20,16.47122525,25,connected,0,21,10911,50,0,stationary,millimeter wave,0,430,15.04517499,1,463,None,9,4201,77.65698262,9
-112,-83,17,15,-79,-15,32.29955169,170,connected,3,2,7859,87,1,high-speed,millimeter wave,3,258,18.32012148,1,307,MIMO,362,2374,33.42077605,3
-116,-58,22,10,-125,-9,33.74096553,166,handover,2,16,8103,66,1,high-speed,sub-6 GHz,0,171,18.30342414,0,203,MIMO,148,5303,9.423999875,2
-119,-94,28,11,-98,-11,34.55524257,237,connected,9,21,3091,80,0,stationary,millimeter wave,4,242,8.837887778,1,56,MIMO,496,4486,75.0236124,9
-86,-39,21,9,-112,-5,43.65906844,27,connected,5,59,11753,34,0,high-speed,millimeter wave,0,86,13.22759529,0,316,None,264,8417,77.68010049,5
-94,-29,28,2,-102,-11,53.40082592,231,connected,6,6,6603,98,1,stationary,sub-6 GHz,2,402,11.6453968,0,23,None,431,7735,55.24095388,4
-109,-40,6,9,-87,-16,26.49622267,233,connected,5,51,11912,45,0,stationary,sub-6 GHz,3,498,18.77649007,0,250,carrier aggregation,92,13497,96.6289111,10
-75,-69,16,12,-120,-14,96.50159827,57,connected,3,20,10047,22,1,stationary,millimeter wave,0,443,23.28688548,0,295,None,327,8304,15.57576285,10
-72,-77,13,2,-117,-19,52.5985485,172,connected,5,7,9738,72,0,high-speed,sub-6 GHz,2,184,23.77237289,1,223,None,106,5716,11.08571188,7
-105,-70,2,11,-89,-11,85.22739406,3,connected,3,60,9408,60,0,stationary,millimeter wave,4,22,10.07039323,0,453,MIMO,359,7666,6.953923527,10
-81,-16,26,8,-81,-6,63.76378859,161,connected,9,53,4646,111,0,high-speed,millimeter wave,1,343,14.74781759,1,157,None,98,8101,45.98998528,7
-83,-46,6,5,-101,-7,68.47191811,127,connected,8,10,4333,45,0,stationary,millimeter wave,3,121,14.38490389,0,237,None,294,7004,88.4921526,3
-84,-73,20,14,-85,-19,71.0683826,206,connected,8,26,6368,89,0,high-speed,millimeter wave,4,132,14.27905389,1,77,MIMO,452,10845,84.74350434,6
